PHRD, Policy and Human Resources Development Fund,WB intranet
PID, Personal Identification,WB intranet
PID, Program Information Document,WB intranet
PID, Project Information Document,WB intranet
PIFC, Public Internal Financial Control ,WB intranet
PIH, Partners in Health,WB intranet
PIU, Project Implementation Unit,WB intranet
PLHIV, People Living With HIV/AIDS,WB intranet
PLR, Performance and Learning Review,WB intranet
PMP, Pest Management Plan,WB intranet
PMP, Project Management Professional,WB intranet
PMR, Partnership for Market Readiness,WB intranet
PMSO, Practice Manager Strategy & Operations,WB intranet
PMT, Proxy Means Tests,WB intranet
PMU, Project Management Unit,WB intranet
PNGSP, Papua New Guinea Strategic Partnership,WB intranet
PO, Purchase Order,WB intranet
POP, Population Ranking,WB intranet
POR, Poverty Assessment,WB intranet
POST, Positions Open for Short-term Staff,WB intranet
PPA, Project Preparation Advance,WB intranet
PPAR, Project Performance Assessment Report,WB intranet
PPCR, Pilot Program for Climate Resilience,WB intranet
PPD, Public-Private Dialog,WB intranet
PPF, Project Preparation Facility,WB intranet
PPF, Policies and Procedure Framework,WB intranet
PPG, Public and Publicly Guaranteed Debt ,WB intranet
PPI, Private Participation in Infrastructure,WB intranet
PPIAF, Public-Private Infrastructure Advisory Facility,WB intranet
PPP, Public-Private Partnership,WB intranet
PPP, Purchasing Power Parity,WB intranet
PPP, Public Private Partnerships Global Practice,WB intranet
PPP, Priority Placement Premium,WB intranet
PPPIRC, Public-Private-Partnership in Infrastructure Resource Center,WB intranet
PPS, Prospective Payment System,WB intranet
PREP, Pre-exposure Prophylaxis,WB intranet
PRG, Partial Risk Guarantee,WB intranet
PRIF, Pacific Region Infrastructure Facility,WB intranet
PRIMA, Portfolio and Risk Management,WB intranet
PRODY, Product Technological Sophistication Index,WB intranet
PROFOR, Program on Forests,WB intranet
PRSP, Poverty Reduction Strategy Paper,WB intranet
PRWP, Policy Research Working Papers,WB intranet
PSDP, Power Systems Development Project,WB intranet
PSIA, Poverty and Social Impact Analysis,WB intranet
PSMP, Public Sector Modernization Program,WB intranet
PTA, Parent Teacher Association,WB intranet
PTA, Preferential Trade Agreement,WB intranet
PTSD, Post-traumatic Stress Disorder,WB intranet
QBRR, Quarterly Business and Risk Review,WB intranet
QEDS, Quarterly External Debt Statistics,WB intranet
QER, Quality Enhancement Review,WB intranet
QPSD, Quarterly Public Sector Debt,WB intranet
RAI, Rural Access Index,WB intranet
RAM, Road Asset Management,WB intranet
RAMP, Reserves Advisory and Management Program,WB intranet
RAMS, Road Asset Management System,WB intranet
RAS, Reimbursable Advisory Services,WB intranet
RBF, Results-Based Financing for Health,WB intranet
RBF, Results-Based Financing,WB intranet
RE, Reply,WB intranet
READ, Russia Education Aid for Development Trust Fund,WB intranet
REDD, Reduced Emissions from Deforestation and Degradation,WB intranet
RETF, Recipient-Executed Trust Fund,WB intranet
RFP, Request for Proposal,WB intranet
RHA, Risk Hazard Assessment,WB intranet
RISE, Regulatory Indicators for Sustainable Energy,WB intranet
RISE, Readiness for Investment in Sustainable Energy,WB intranet
RM, Resource Management,WB intranet
RMBP, Retiree Medical Benefits Plan,WB intranet
RMES, Results Measurement and Evidence Stream,WB intranet
RMS, Results Measurement System,WB intranet
ROC, Regional Operations Committee,WB intranet
ROI, Return on Investment,WB intranet
RRDS, Records Retention and Disposition Schedule,WB intranet
RSB, Research Support Budget,WB intranet
RSI, Repetitive Strain Injury,WB intranet
RSR, Rapid Social Response Program,WB intranet
RVP, Regional Vice President,WB intranet
RWA, Respectful Workplace Advisor,WB intranet
SAARC, South Asian Association for Regional Cooperation,WB intranet
SAAS, Software as a Service,WB intranet
SABER, Systems Approach for Better Education Results,WB intranet
SACU, Southern African Customs Union,WB intranet
SADC, Southern African Development Community,WB intranet
SAFE, Strengthening Accountability and the Fiduciary Environment,WB intranet
SALW, Small Arms and Light Weapons,WB intranet
SBL, Single Borrower Limit,WB intranet
SBO, Strategy and Business Outlook,WB intranet
SC, Steering Committee,WB intranet
SC, Subcommittee,WB intranet
SCCF, Special Climate Change Fund,WB intranet
SCD, Systematic Country Diagnostic,WB intranet
SCF, Strategic Climate Fund,WB intranet
SCI, Selective Capital Increase,WB intranet
SDDS, Special Data Dissemination Standard,WB intranet
SDG, Sustainable Development Goal,WB intranet
SDI, Service Delivery Indicators,WB intranet
SDR, Special Drawing Right,WB intranet
SE4ALL, Sustainable Energy for All,WB intranet
SEDLAC, Socio-Economic Database for Latin America and the Caribbean,WB intranet
SERS, Staff Expense Recovery System,WB intranet
SES, Service Entry Sheet ,WB intranet
SEZ, Special Economic Zone,WB intranet
SFLAC, Spanish Fund for Latin America and the Caribbean,WB intranet
SFM, Sustainable Forest Management,WB intranet
SGJ, Survey on Good Jobs,WB intranet
SGP, Small Grants Programme,WB intranet
SHS, Solar Home System,WB intranet
SIEF, Strategic Impact Evaluation Fund,WB intranet
SIP, Shelter in Place,WB intranet
SLCP, Short-Lived Climate Pollutants,WB intranet
SLR, Sea-Level Rise,WB intranet
SME, Subject Matter Expert,WB intranet
SMEs, Small and Medium Enterprises,WB intranet
SOD, Science of Delivery,WB intranet
SODIS, Solar Water Disinfection,WB intranet
SOE, State-Owned Enterprise,WB intranet
SOE, Statement of Expenditure,WB intranet
SOGIE, Sexual Orientation Gender Identity and Gender Expression,WB intranet
SORT, Systematic Operations Riskâ€rating Tool,WB intranet
SOS, Save Our Species,WB intranet
SPARTECA, South Pacific Regional Trade and Economic Cooperation Agreement,WB intranet
SPD, Standard Procurement Document,WB intranet
SPF, State and Peacebuilding Fund,WB intranet
SPL, Social Protection and Labor Global Practice,WB intranet
SPLJ, Social Protection Labor and Jobs,WB intranet
SPS, Sanitary and Phytosanitary Standards,WB intranet
SREP, Scaling-Up Renewable Energy Program,WB intranet
SRI, Salary Review Increase,WB intranet
SRP, Staff Retirement Plan,WB intranet
SSAFE, Safe and Secure Approaches to Field Environments,WB intranet
SSAP, Software Security Assurance Program,WB intranet
SSEA, Strategic/Sectoral Social and Environmental Assessment,WB intranet
SSFFC, Substandard Spurious Falsely-Labelled Falsified Counterfeit Medical Products,WB intranet
SSKE, South-South Knowledge Exchange,WB intranet
SSN, Social Safety Net,WB intranet
SSTTF, South Sudan Transition Trust Fund,WB intranet
STA, Short Term Assignment,WB intranet
STAR, Stolen Asset Recovery Initiative,WB intranet
STC, Short Term Consultant,WB intranet
STCF, Structured Trade Commodity Finance,WB intranet
STEP, Systematic Tracking of Exchanges in Procurement,WB intranet
STI, Sexually Transmitted Infection,WB intranet
SUN, Scaling Up Nutrition,WB intranet
SURR, Social Urban Rural and Resilience Global Practice,WB intranet
SVP, Senior Vice President,WB intranet
T&C, Trade and Competitiveness Global Practice,WB intranet
TA, Technical Assistance,WB intranet
TACT, Trust Fund Accounting Clearance Team,WB intranet
TB, Tuberculosis,WB intranet
TDLC, Tokyo Development Learning Center,WB intranet
TDRP, Transitional Demobilization and Reintegration Program,WB intranet
TF, Trust Fund,WB intranet
TFSCB, Trust Fund for Statistical Capacity Building,WB intranet
TFT, Trust Fund Transfer,WB intranet
TICAD, Tokyo International Conference on African Development,WB intranet
TL, Team Leader,WB intranet
TOD, Transit-Oriented Development,WB intranet
TOR, Terms of Reference,WB intranet
TPSEP, Trans-Pacific Strategic Economic Partnership Agreement,WB intranet
TPT, Task Planning Tool,WB intranet
TRIMS, Trade-Related Investment Measures,WB intranet
TRIPS, Trade-Related Aspects of Intellectual Property Rights,WB intranet
TRS, Time Recording System,WB intranet
TSD, Trade in Services Database,WB intranet
TTBD, Temporary Trade Barriers Database,WB intranet
TTL, Task Team Leader,WB intranet
TTO, Technology Transfer Offices,WB intranet
UEMOA, West African Economic and Monetary Union,WB intranet
UFGE, Umbrella Facility for Gender Equality,WB intranet
UFW, Unaccounted-for-Water,WB intranet
UHC, Universal Health Coverage,WB intranet
UID, Unique Identifier,WB intranet
UMA, Arab Maghreb Union,WB intranet
UN, United Nations,WB intranet
UNCCD, United Nations Convention to Combat Desertification,WB intranet
UNCTAD, United Nations Conference on Trade and Development,WB intranet
UNDP, United Nations Development Programme,WB intranet
UNECA, United Nations Economic Commission for Africa ,WB intranet
UNEP, United Nations Environment Programme,WB intranet
UNESCO, United Nations Educational Scientific and Cultural Organization,WB intranet
UNICEF, United Nations Children Fund,WB intranet
UPI, Universal Personnel Identifier,WB intranet
VET, Vocational Education and Training,WB intranet
VoIP, Voice Over IP,WB intranet
VoIP, Voice Over Internet Protocol ,WB intranet
VP, Vice President,WB intranet
VPU, Vice Presidential Unit,WB intranet
VSP, Voice Secondment Program,WB intranet
WACA, West Africa Coastal Areas Management Program,WB intranet
WB, World Bank,WB intranet
WBAT, World Bank Administrative Tribunal,WB intranet
WBDocs, WBDocs,WB intranet
WBER, World Bank Economic Review,WB intranet
WBFN, World Bank Family Network,WB intranet
WBG, World Bank Group,WB intranet
WBRO, World Bank Research Observer,WB intranet
WBS, Work Breakdown Structure,WB intranet
WCO, World Customs Organization,WB intranet
WDI, World Development Indicators,WB intranet
WDR, World Development Report,WB intranet
WDS, World Development Sources,WB intranet
WEFI, Women Entrepreneurs Finance Initiative,WB intranet
WFP, World Food Programme,WB intranet
WGI, Worldwide Governance Indicators,WB intranet
WHO, World Health Organization,WB intranet
WIM, Weigh-in-Motion,WB intranet
WITS, World Integrated Trade Solution,WB intranet
WMD, Weapons of Mass Destruction,WB intranet
WPA, Work Program Agreement,WB intranet
WPP, Water Partnership Program,WB intranet
WRM, Water Resources Management,WB intranet
WSP, Water and Sanitation Program,WB intranet
WSS, Water Supply and Sanitation,WB intranet
WTO, World Trade Organization,WB intranet
WTP, Willingness To Pay,WB intranet
Y2Y, Youth to Youth Community,WB intranet
YP, Young Professional,WB intranet
YPP, Young Professionals Program,WB intranet
IAEA,International Atomic Energy Agency,UN list
ICAO,International Civil Aviation Organization,UN list
IMO,International Maritime Organization,UN list
ITU,International Telecommunication Union,UN list
ITC,International Trade Centre,UN list
JIU,Joint Inspection Unit,UN list
UNAIDS,Joint United Nations Programme on HIV/AIDS,UN list
OHCHR,Office of the United Nations High Commissioner for Human Rights,UN list
UNHCR,Office of the United Nations High Commissioner for Refugees,UN list
OPCW,Organization for the Prohibition of Chemical Weapons,UN list
CTBTO,Preparatory Commission for the Comprehensive Nuclear-Test-Ban Treaty Organization,UN list
ESCWA,United Nations Economic and Social Commission for Western Asia,UN list
UNECE,United Nations Economic Commission for Europe,UN list
UNFCCC,United Nations Framework Convention on Climate Change,UN list
UNICRI,United Nations Interregional Crime and Justice Research Institute,UN list
AML,anti–money laundering,imf DOC
AML/CFT,anti–money laundering and combating the financing of terrorism,imf DOC
BIS,Bank for International Settlements,imf DOC
COFER,Currency Composition of Foreign Exchange Reserves,imf DOC
CSO,civil society organization,imf DOC
EAC,External Audit Committee,imf DOC
EFF,Extended Fund Facility,imf DOC
EUO,Offices in Europe,imf DOC
FATF,Financial Action Task Force,imf DOC
FCL,Flexible Credit Line,imf DOC
FM,Fiscal Monitor,imf DOC
FSB,Financial Stability Board,imf DOC
FY,financial year,imf DOC
G-20,Group of Twenty,imf DOC
GDDS,General Data Dissemination System,imf DOC
GDP,gross domestic product,imf DOC
GFSR,Global Financial Stability Report,imf DOC
GRA,General Resources Account,imf DOC
HIPC,Heavily Indebted Poor Countries,imf DOC
HQ1,main headquarters,imf DOC
IEO,Independent Evaluation Office,imf DOC
ILO,International Labour Organization,imf DOC
IMF,International Monetary Fund,imf DOC
IMFC,International Monetary and Financial Committee,imf DOC
IT,information technology,imf DOC
MAP,Mutual Assessment Process,imf DOC
MDRI,Multilateral Debt Relief Initiative,imf DOC
NAB,New Arrangements to Borrow,imf DOC
OAP,Office for Asia and the Pacific,imf DOC
OIA,Office of Internal Audit and Inspection,imf DOC
PCL,Precautionary Credit Line,imf DOC
PIN,Public Information Notice,imf DOC
PLL,Precautionary and Liquidity Line,imf DOC
PR,press release,imf DOC
PRGT,Poverty Reduction and Growth Trust,imf DOC
PSI,Policy Support Instrument,imf DOC
REO,Regional Economic Outlook,imf DOC
RTAC,regional technical assistance center,imf DOC
SBA,Stand-By Arrangement,imf DOC
SDDS,Special Data Dissemination Standard,imf DOC
SDMX,Statistical Data and Metadata Exchange,imf DOC
TA,technical assistance,imf DOC
TSR,Triennial Surveillance Review,imf DOC
TTF,topical trust fund,imf DOC
WEO ,World Economic Outlook,imf DOC
ABS ,Antilock brake system,imf DOC
ABS,Australian Bureau of Statistics,imf DOC
AF,Acre foot,imf DOC
ANZIC,Australian and New Zealand Standard Industrial Classification,imf DOC
ATM,Automated teller machine,imf DOC
BPM5,"Balance of Payments Manual, Fifth Edition",imf DOC
BEA,Bureau of Economic Analysis,imf DOC
BLS,U.S. Bureau of Labor Statistics,imf DOC
CAPI,Computer-assisted personal interviews,imf DOC
CATI,Computer-assisted telephone interviews,imf DOC
CD,Compact disk,imf DOC
CD-ROM,Compact disk-read-only memory,imf DOC
CD-RW,Compact disk-rewritable,imf DOC
c.i.f.,Cost-insurance-freight,imf DOC
CIR,Current Industrial Report,imf DOC
COFOG,Classification of the Functions of Government,imf DOC
COICOP,Classification of Individual Consumption by Purpose,imf DOC
COL,Cost of living,imf DOC
COPNI,Classification of the Purposes of Nonprofit Institutions Serving Households,imf DOC
COPP,Classification of the Purposes of Producers,imf DOC
CPA,"Classification of Products by Activity, also known as PRODCOM (Eurostat)",imf DOC
CPC,Central Product Classification,imf DOC
CPI,Consumer price index,imf DOC
CSWD,"Carruthers, Sellwood, Ward, Dalén price index",imf DOC
DRAM,Dynamic random-access memory,imf DOC
DRG,Diagnostic-Related Group,imf DOC
DRP,Disaster Recovery Plan,imf DOC
EC,European Commission,imf DOC
ECB,European Central Bank,imf DOC
ECI,Employment cost index,imf DOC
EDI,Electronic data interchange,imf DOC
EFQM,European Foundation for Quality Management,imf DOC
ESMR,Enhanced specialized mobile radio,imf DOC
EU,European Union,imf DOC
FEPI,Final expenditure price index,imf DOC
FIOPI,Fixed-input output price index,imf DOC
FISIM,Financial Intermediation Services Implicitly Measured,imf DOC
f.o.b. ,Free on board,imf DOC
FOIPI,Fixed-output input price index,imf DOC
FPI,Final uses price index,imf DOC
FPPI,Farm product price index,imf DOC
GB,Gigabytes,imf DOC
GDDS,General Data Dissemination System (IMF),imf DOC
GDP,Gross domestic product,imf DOC
GPI,Global price index; government price index,imf DOC
GPS,Global positioning system,imf DOC
HBS,Household Budget Survey,imf DOC
HICPs,Harmonized Indices of Consumer Prices (Eurostat),imf DOC
HPI,Household consumption price index,imf DOC
HS,Harmonized Commodity Description and Coding System,imf DOC
ICP,Implicit characteristic price,imf DOC
ICPI,Intermediate consumption price index,imf DOC
IDI,Implicit deflator index,imf DOC
ILO,International Labour Office /International Labour Organization,imf DOC
IMF,International Monetary Fund,imf DOC
I/O,Input/output,imf DOC
IPP,International Price Program,imf DOC
ISIC,International Standard Industrial Classification of All Economic Activities,imf DOC
ISO,International Standards Organization,imf DOC
IT,Information technology,imf DOC
IWGPS,Inter-Secretariat Working Group on Price Statistics,imf DOC
KPI,Fixed capital formation price index ,imf DOC
LIFO,"Last in, first out",imf DOC
LKAU,Local kind of activity unit,imf DOC
LPG,Liquefied propane gas,imf DOC
MPI,Import price index,imf DOC
MSA,Metropolitan Statistical Area,imf DOC
NACE,General Industrial Classification of Economic Activities within the European Communities,imf DOC
NAFTA,North American Free Trade Association,imf DOC
NAICS,North American Industrial Classification System,imf DOC
SNA,System of National Accounts ,imf DOC
NPI,Inventory price index,imf DOC
NPISH,Nonprofit institution serving households,imf DOC
OECD,Organisation for Economic Co-operation and Development,imf DOC
OLS,Ordinary least squares ,imf DOC
PC,Personal computer,imf DOC
PCE,Personal consumption expenditures,imf DOC
PCS,Personal communications service,imf DOC
PDA,Personal digital assistant,imf DOC
PMC,Profit-maximizing center,imf DOC
PPI,Producer price index,imf DOC
PPP,Purchasing power parity,imf DOC
PPS,Probability proportional to size,imf DOC
PR,Price relative,imf DOC
PRODCOM,Product/commodity classification system for the European Community,imf DOC
RAM,Random-access memory,imf DOC
RH,Ratio of harmonic average prices,imf DOC
RMSE,Root mean square error,imf DOC
ROSC,Reports on the Observance of Standards and Codes,imf DOC
rpm,Revolutions per minute,imf DOC
RSA,Residential Service Area,imf DOC
SAF,Seasonal adjustment factors,imf DOC
SDDS,Special Data Dissemination Standard (IMF),imf DOC
SEHI,Superlative and exact hedonic indices,imf DOC
SIC,Standard Industrial Classification,imf DOC
SITC,Standard International Trade Classification,imf DOC
SMI,Supply markup index,imf DOC
SNA,System of National Accounts,imf DOC
SPI,Supply price index,imf DOC
SSR,Structured Schedule Review,imf DOC
SUT,Supply and use table,imf DOC
TEG-PPI,Technical Expert Group for the Producer Price Index ,imf DOC
UN,United Nations,imf DOC
UNECE,UN Economic Commission for Europe,imf DOC
VAT,Value-added tax,imf DOC
VPI,Valuables price index,imf DOC
WD,Wheel drive,imf DOC
WLS,Weighted least squares,imf DOC
WPI,Wholesale price index,imf DOC
XPI,Export price index,imf DOC
YPI,Output price index ,imf DOC
